market,state,biden_number,trump_number,other_number,biden_percent,trump_percent
Providence,RI,307486,199922,10349,0.5938809132469479,0.3861309455980315
Providence,Total,460863,319794,16379,0.5782210590236827,0.4012290536437501
Quincy,IL,19550,51303,1455,0.27037118990983017,0.7095065552912541
Quincy,IA,6541,9773,420,0.39088084140074103,0.5840205569499223
Quincy,MO,8325,29759,600,0.21520525281770242,0.7692844586909316
Quincy,Total,34416,90835,2475,0.2694517952492053,0.7111707874669214
Raleigh,NC,998275,705944,27549,0.5764484619186866,0.40764351806939497
Raleigh,VA,6803,9266,135,0.4198346087385831,0.5718341150333252
Raleigh,Total,1005078,715210,27684,0.5749966246598915,0.40916559304153616
Rapid City,MT,74,775,15,0.08564814814814815,0.8969907407407407
Rapid City,SD,36470,69460,3447,0.33343390292291797,0.6350512447772384
Rapid City,WY,4781,18601,707,0.1984723317696874,0.772178172609905
Rapid City,Total,41325,88836,4169,0.30763790664780766,0.6613265837861981
Reno,CA,7288,11727,509,0.3732841630813358,0.6006453595574678
Reno,NV,168526,198821,10872,0.44557782660310563,0.5256769226294818
Reno,Total,175814,210548,11381,0.44202914947591787,0.5293568962873011
Richmond,VA,466879,378530,14533,0.5429191736186859,0.44018084940612273
Richmond,Total,466879,378530,14533,0.5429191736186859,0.44018084940612273
Roanoke,VA,220264,362414,10596,0.3712685875329106,0.6108711994794985
Roanoke,WV,1047,2895,66,0.26122754491017963,0.7223053892215568
Roanoke,Total,221311,365309,10662,0.37053016832919794,0.6116189672549984
"Rochester, MN",IA,23352,34813,1008,0.394639447045105,0.5883257566795667
"Rochester, MN",MN,73909,74379,3588,0.4866404171824383,0.48973504701203613
"Rochester, MN",Total,97261,109192,4596,0.4608455856222962,0.517377481058901
"Rochester, NY",NY,294234,237163,12772,0.5407033476732412,0.43582600258375614
"Rochester, NY",Total,294234,237163,12772,0.5407033476732412,0.43582600258375614
Rockford,IL,99488,113143,4774,0.4576159701938778,0.5204250132241669
Rockford,Total,99488,113143,4774,0.4576159701938778,0.5204250132241669
Sacramento,CA,1037537,825034,48459,0.5429203099899007,0.43172216030098953
Sacramento,Total,1037537,825034,48459,0.5429203099899007,0.43172216030098953
Salisbury,DE,56682,71230,1440,0.43819964128888617,0.5506679448327045
Salisbury,MD,45712,56018,2301,0.43940748430756216,0.5384741086791437
Salisbury,Total,102394,127248,3741,0.43873804004576167,0.5452325147932797
Salt Lake City,ID,1256,10907,269,0.10102960102960103,0.8773326898326899
Salt Lake City,NV,5416,20144,776,0.20565006075334144,0.7648845686512759
Salt Lake City,UT,560282,865140,80406,0.3720756952321248,0.5745277681116303
Salt Lake City,WY,7805,32325,1313,0.1883309605964819,0.7799869700552566
Salt Lake City,Total,574759,928516,82764,0.3623864230324727,0.5854307491808209
San Angelo,TX,14633,45396,802,0.24055169239368085,0.7462642402722296
San Angelo,Total,14633,45396,802,0.24055169239368085,0.7462642402722296
San Antonio,TX,571782,576636,18688,0.4899143693888987,0.4940733746549157
San Antonio,Total,571782,576636,18688,0.4899143693888987,0.4940733746549157
San Diego,CA,964650,600094,37399,0.6020998125635477,0.3745570776141705
San Diego,Total,964650,600094,37399,0.6020998125635477,0.3745570776141705
San Francisco,CA,2875069,838608,85605,0.7567400893116121,0.2207280217683236
San Francisco,Total,2875069,838608,85605,0.7567400893116121,0.2207280217683236
Santa Barbara,CA,218273,133172,9701,0.6043899143282772,0.3687483732340937
Santa Barbara,Total,218273,133172,9701,0.6043899143282772,0.3687483732340937
Savannah,GA,139061,176814,4254,0.4343905113251221,0.5523210955583531
Savannah,SC,55927,64178,1429,0.460175753287146,0.5280662201523854
Savannah,Total,194988,240992,5683,0.44148592931714903,0.5456467940488563
Seattle,WA,1886301,1009844,96997,0.630207654698641,0.33738593090471486
Seattle,Total,1886301,1009844,96997,0.630207654698641,0.33738593090471486
Sherman,OK,17348,64847,1455,0.20738792588164973,0.7752181709503885
Sherman,TX,14506,44163,805,0.24390489962000203,0.742559774018899
Sherman,Total,31854,109010,2260,0.2225622537100696,0.7616472429501691
Shreveport,AR,13718,34613,1554,0.2749924827102335,0.6938558684975443
Shreveport,LA,98470,135245,3716,0.414731016590083,0.5696181206329418
Shreveport,OK,1858,9485,124,0.16203017354146682,0.8271561873201361
Shreveport,TX,31439,91828,1168,0.2526539960622011,0.7379595772893478
Shreveport,Total,145485,271171,6562,0.34375900835975787,0.6407359800386562
Sioux City,IA,44758,97719,2496,0.3087333503479958,0.6740496506245991
Sioux City,NE,11659,36354,1214,0.2368415706827554,0.7384971661892864
Sioux City,SD,2725,5944,186,0.30773574251835123,0.6712591756070017
Sioux City,Total,59142,140017,3896,0.29126098840215703,0.6895520917977888
Sioux Falls,IA,1668,8397,126,0.16367382984986753,0.8239623196938475
Sioux Falls,MN,8181,18220,505,0.3040585742956961,0.6771723779082732
Sioux Falls,NE,373,2844,52,0.11410217191801775,0.8699908228816152
Sioux Falls,SD,110654,184992,7448,0.3650814598771338,0.6103453054168014
Sioux Falls,Total,120876,214453,8131,0.35193617888545975,0.6243900308624003
South Bend,IA,108828,166995,5392,0.3869921590242341,0.5938338993296943
South Bend,MI,46568,60218,2024,0.4279753699108538,0.5534233985846889
South Bend,Total,155396,227213,7416,0.39842574193961927,0.5825600923017755
Spokane,ID,56221,130215,5262,0.29327901177894394,0.6792715625619464
Spokane,MT,2835,8672,242,0.24129713167078048,0.7381053706698443
Spokane,OR,1625,3404,120,0.31559526121577003,0.6610992425713731
Spokane,WA,188397,241753,15548,0.4227010217681031,0.5424143702686572
Spokane,Total,249078,384044,21172,0.3806820786985667,0.586959379117033
"Springfield, MA",MA,219340,120800,8349,0.6294029366780587,0.34663934873123686
"Springfield, MA",Total,219340,120800,8349,0.6294029366780587,0.34663934873123686
"Springfield, MO",AR,14997,49848,1693,0.22539000270522108,0.7491658901680243
"Springfield, MO",MO,117696,337281,7949,0.2542436588137197,0.728585130236798
"Springfield, MO",Total,132693,387129,9642,0.25061760572956804,0.7311715244095915
St. Joseph,KS,686,2976,47,0.18495551361552978,0.8023726071717444
St. Joseph,MO,16726,33533,934,0.3267243568456625,0.6550309612642353
St. Joseph,Total,17412,36509,981,0.3171469163236312,0.6649848821536556
St. Louis,IL,168480,252030,9061,0.3922052466297771,0.5867016162636677
St. Louis,MO,615341,575337,20926,0.5078730344237886,0.4748556459041073
St. Louis,Total,783821,827367,29987,0.4775974530443128,0.5041308818377077
Syracuse,NY,242203,192112,10141,0.5449425814928812,0.43224076174019477
Syracuse,Total,242203,192112,10141,0.5449425814928812,0.43224076174019477
Tallahassee,FL,141922,118951,3397,0.5370340939190978,0.45011162825897755
Tallahassee,GA,43950,67260,1050,0.39150187065740244,0.5991448423303046
Tallahassee,Total,185872,186211,4447,0.4936445967120814,0.4945449233792792
Tampa,FL,1212062,1427930,33808,0.45331064402722715,0.534045179145785
Tampa,Total,1212062,1427930,33808,0.45331064402722715,0.534045179145785
Terre Haute,IL,8451,28738,642,0.22338822658666174,0.7596415637968862
Terre Haute,IN,37112,87682,2448,0.29166470190660315,0.6890963675515946
Terre Haute,Total,45563,116420,3090,0.27601727720463065,0.7052637318035051
Toledo,MI,20918,31541,994,0.3913344433427497,0.5900697809290405
Toledo,OH,209937,255602,8990,0.4424113173272866,0.5386435813195821
Toledo,Total,230855,287143,9984,0.4372402847066756,0.5438499797341576
Topeka,KS,84578,119829,5459,0.4030095394203921,0.570978624455605
Topeka,Total,84578,119829,5459,0.4030095394203921,0.570978624455605
Traverse City,MI,141332,223254,6125,0.3812457682669249,0.6022319272964655
Traverse City,Total,141332,223254,6125,0.3812457682669249,0.6022319272964655
Tri-Cities,KY,2245,11547,156,0.16095497562374533,0.8278606251792372
Tri-Cities,TN,52582,171619,3870,0.23055101262326205,0.7524805871855694
Tri-Cities,VA,24156,94830,1314,0.20079800498753117,0.7882793017456359
Tri-Cities,Total,78983,277996,5340,0.217992984083087,0.7672686224018062
Tucson,AZ,341851,249509,11060,0.5674628996381262,0.41417781614156235
Tucson,Total,341851,249509,11060,0.5674628996381262,0.41417781614156235
Tulsa,KS,3440,11333,292,0.2283438433455028,0.7522734815798208
Tulsa,OK,183801,378815,13353,0.3191161329863239,0.6577003276217991
Tulsa,Total,187241,390148,13645,0.3168024174582173,0.6601109242446289
Twin Falls,ID,24887,55963,2384,0.2990004084869164,0.672357450080496
Twin Falls,Total,24887,55963,2384,0.2990004084869164,0.672357450080496
Tyler,TX,83940,233158,3888,0.2615067323808515,0.7263805898076552
Tyler,Total,83940,233158,3888,0.2615067323808515,0.7263805898076552
Utica,NY,64481,90433,3371,0.4073727769529646,0.5713301955333734
Utica,Total,64481,90433,3371,0.4073727769529646,0.5713301955333734
Victoria,TX,10380,23358,450,0.3036153036153036,0.6832221832221832
Victoria,Total,10380,23358,450,0.3036153036153036,0.6832221832221832
Waco,TX,152248,246046,7499,0.3751863634907453,0.6063337711591871
Waco,Total,152248,246046,7499,0.3751863634907453,0.6063337711591871
Washington,DC,317323,18586,8447,0.9214969392140692,0.05397321376714795
Washington,MD,1019550,344855,32503,0.7298619522545507,0.24687023053773047
Washington,PA,1085,6824,81,0.1357947434292866,0.8540675844806007
Washington,VA,1070865,601931,34716,0.6271493260369473,0.3525193380778583
Washington,WV,37898,82652,2181,0.30878914047795586,0.6734402881097685
Washington,Total,2446721,1054848,77928,0.6835376590621531,0.29469168433441906
Watertown,NY,40491,59127,2108,0.39803983249120184,0.5812378349684446
Watertown,Total,40491,59127,2108,0.39803983249120184,0.5812378349684446
Wausau,WI,105349,152208,4388,0.4021798469144286,0.5810685449235526
Wausau,Total,105349,152208,4388,0.4021798469144286,0.5810685449235526
West Palm Beach,FL,596836,553052,9724,0.5146859466787167,0.4769284898741993
West Palm Beach,Total,596836,553052,9724,0.5146859466787167,0.4769284898741993
Wheeling,OH,23699,62778,1255,0.2701294852505357,0.7155655861031323
Wheeling,WV,19585,48359,1079,0.28374599771090797,0.700621531953117
Wheeling,Total,43284,111137,2334,0.2761251634716596,0.708985359318682
Wichita,KS,175215,346054,11651,0.3287829317721234,0.6493544997372964
Wichita,Total,175215,346054,11651,0.3287829317721234,0.6493544997372964
Wichita Falls,OK,19856,49076,1642,0.28135007226457337,0.6953835690197523
Wichita Falls,TX,17913,64762,1214,0.21353216750706291,0.7719963284816841
Wichita Falls,Total,37769,113838,2856,0.24451810465936827,0.736992030453895
Wilkes-Barre,PA,293825,451463,11037,0.3884903976465144,0.5969166694212145
Wilkes-Barre,Total,293825,451463,11037,0.3884903976465144,0.5969166694212145
Wilmington,NC,127943,167645,4157,0.4268394802248578,0.5592920649218502
Wilmington,Total,127943,167645,4157,0.4268394802248578,0.5592920649218502
Yakima,OR,12078,24856,1222,0.3165426145298249,0.6514309676066674
Yakima,WA,120336,159464,9455,0.41602046637050355,0.5512921124958946
Yakima,Total,132414,184320,10677,0.40442746273032976,0.562962148492262
Youngstown,OH,115519,150823,3960,0.4273701267471199,0.5579795931957588
Youngstown,PA,21067,36143,907,0.3624929022489117,0.6219006486914328
Youngstown,Total,136586,186966,4867,0.41588945828347323,0.569291058069113
Yuma,AZ,32210,36534,1328,0.4596700536590935,0.5213780111884918
Yuma,CA,34678,20847,1218,0.6111414623830252,0.36739333486068765
Yuma,Total,66888,57381,2546,0.5274454914639436,0.4524780191617711
Zanesville,OH,11971,27867,629,0.295821286480342,0.6886351842241827
Zanesville,Total,11971,27867,629,0.295821286480342,0.6886351842241827
